                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6
                 Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.4349439478050698E+004   0.0000000000000000E+000                         1                         0                        29                        30
  0.4487614382606118E+004   0.0000000000000000E+000                         1                         0                        30                        31
  0.4625469043984519E+004   0.0000000000000000E+000                         1                         0                        31                        32
  0.4762767852814709E+004   0.0000000000000000E+000                         1                         0                        32                        33
  0.4896150291692891E+004   0.0000000000000000E+000                         1                         0                        33                        34
  0.5031683005768299E+004   0.0000000000000000E+000                         1                         0                        34                        35
  0.5165602145404894E+004   0.0000000000000000E+000                         1                         0                        35                        36
  0.5297072879001822E+004   0.0000000000000000E+000                         1                         0                        36                        37
  0.5425454634421279E+004   0.0000000000000000E+000                         1                         0                        37                        38
  0.5550887305579438E+004   0.0000000000000000E+000                         1                         0                        38                        39
  0.5675614632695130E+004   0.0000000000000000E+000                         1                         0                        39                        40
  0.5802437873800824E+004   0.0000000000000000E+000                         1                         0                        40                        41
  0.5932501243926131E+004   0.0000000000000000E+000                         1                         0                        41                        42
  0.6065497130437896E+004   0.0000000000000000E+000                         1                         0                        42                        43
  0.6200496285099242E+004   0.0000000000000000E+000                         1                         0                        43                        44
  0.6336862590958627E+004   0.0000000000000000E+000                         1                         0                        44                        45
  0.6474121537138081E+004   0.0000000000000000E+000                         1                         0                        45                        46
  0.6611924193186012E+004   0.0000000000000000E+000                         1                         0                        46                        47
  0.6750144706067888E+004   0.0000000000000000E+000                         1                         0                        47                        48
  0.6888556125824283E+004   0.0000000000000000E+000                         1                         0                        48                        49
  0.7027129520101169E+004   0.0000000000000000E+000                         1                         0                        49                        50
  0.7165732104464163E+004   0.0000000000000000E+000                         1                         0                        50                        51
  0.7304303237294639E+004   0.0000000000000000E+000                         1                         0                        51                        52
  0.7442809977089873E+004   0.0000000000000000E+000                         1                         0                        52                        53
  0.7581139533819302E+004   0.0000000000000000E+000                         1                         0                        53                        54
  0.7719304248176144E+004   0.0000000000000000E+000                         1                         0                        54                        55
  0.7857184278116937E+004   0.0000000000000000E+000                         1                         0                        55                        56
  0.7994769444006414E+004   0.0000000000000000E+000                         1                         0                        56                        57
  0.1838885677086424E+003   0.0000000000000000E+000                         2                         4                         0                        -4
  0.2126913193322000E+003   0.0000000000000000E+000                         2                         3                         0                        -3
  0.3381296256799133E+003   0.0000000000000000E+000                         2                         1                         1                         0
