                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231102"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                                     135                                      616                  9.0466977774505322E+003                  2.2136460526874493E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9927989942038542E-001                  9.9761203091966955E-001                  9.9999605701843586E-001                  9.9998598026279883E-001                  9.9927989942038542E-001                  9.9761203091966955E-001                  9.9999605701843586E-001                  9.9998598026279883E-001                 -7.5130721105741500E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5130721105741500E+000                 -7.5130721105741580E+000                 -2.1247179849796446E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8077378739311860E+000                  4.0317107168214728E+000                  1.9230327714128612E+000                  1.7680933435330919E+000                  0.0000000000000000E+000                  1.2285729906280734E+001                 -2.3195905769287997E+000                  6.4438235045385213E+000                  6.2116740993813346E-001                  8.5000496627254196E-001                  1.2966429887659314E+000                  6.9999999999999973E-001                  2.7997020236474884E-001                  3.4468833607861345E-003                  9.3805276451495410E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000004E+001                  4.1995530354712320E+000                                        3                                        6 
                                     140                                      615                  1.0352252680914657E+004                  2.4916446544039346E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9963062293314020E-001                  9.9876811194274229E-001                  9.9999818622794134E-001                  9.9999364659758805E-001                  9.9963062293314020E-001                  9.9876811194274229E-001                  9.9999818622794134E-001                  9.9999364659758805E-001                 -6.7961581108976601E+000                 -9.8999999999999986E+001                 -2.2577249674798587E+001                 -6.7961581108976601E+000                 -6.7961581108980038E+000                 -1.8897616076799221E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8536352352200192E+000                  4.0237996010426871E+000                  1.8272824909458023E+000                  1.9595939044672097E+000                  0.0000000000000000E+000                  1.2550926189438336E+001                 -2.1227145924792570E+000                  6.5116188674678863E+000                  6.2114896111803408E-001                  8.5000496627254063E-001                  1.2966429887659350E+000                  6.9999999999999629E-001                  2.7997020236474879E-001                  3.4468833607861332E-003                  9.3805276451495393E-003                  3.4468833607861353E-003                  9.3805276451495428E-003                  1.0500000000000002E+001                  4.1995530354712320E+000                                        3                                        5 
                                     145                                      642                  1.2184720283783070E+004                  2.6016967499692556E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9984527981436055E-001                  9.9946573485427803E-001                  9.9999932574932360E-001                  9.9999755014684844E-001                  9.9984527981436055E-001                  9.9946573485427803E-001                  9.9999932574932360E-001                  9.9999755014684844E-001                 -6.0055227232169095E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.0055227232169095E+000                 -6.0055227232362753E+000                 -1.6356269067485641E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9031820771257513E+000                  4.0083828592579875E+000                  1.7204804362419872E+000                  2.1731980138748397E+000                  0.0000000000000000E+000                  1.2866196521844682E+001                 -1.8837166495637050E+000                  6.5885311383201151E+000                  6.2113589461895347E-001                  8.5000496627253264E-001                  1.2966429887659618E+000                  6.9999999999997198E-001                  2.7997020236474884E-001                  3.4468833607861319E-003                  9.3805276451495410E-003                  3.4468833607861366E-003                  9.3805276451495445E-003                  1.0499999999999970E+001                  4.1995530354712320E+000                                        3                                        4 
                                     150                                      657                  1.4505228205104844E+004                  2.6993340115047637E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9993064261473441E-001                  9.9976217155449199E-001                  9.9999971610440008E-001                  9.9999900690333909E-001                  9.9993064261473441E-001                  9.9976217155449199E-001                  9.9999971610440008E-001                  9.9999900690333909E-001                 -5.2149996917531070E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -5.2149996917531070E+000                 -5.2149996927567024E+000                 -1.3851225551242111E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9525181883354308E+000                  4.0087978931265402E+000                  1.6220157307569059E+000                  2.3701274248450024E+000                  0.0000000000000000E+000                  1.3207266345195555E+001                 -1.6212008524553758E+000                  6.6687434922157127E+000                  6.2112690032112750E-001                  8.5000496627247324E-001                  1.2966429887661617E+000                  6.9999999999979401E-001                  2.7997020236474879E-001                  3.4468833607861314E-003                  9.3805276451495393E-003                  3.4468833607861371E-003                  9.3805276451495445E-003                  1.0499999999999737E+001                  4.1995530354712320E+000                                        3                                        4 
                                     155                                      662                  1.7097490753543058E+004                  2.7572621986146393E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996821289974924E-001                  9.9988050287536445E-001                  9.9999987382362243E-001                  9.9999954609452923E-001                  9.9996821289974924E-001                  9.9988050287536445E-001                  9.9999987382362243E-001                  9.9999954609452923E-001                 -4.4621939603478369E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.4621939603478369E+000                 -4.4621940019516897E+000                 -1.1480844742961299E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0022209978203271E+000                  4.0477027003828603E+000                  1.5420625154152725E+000                  2.5300338555282686E+000                  0.0000000000000000E+000                  1.3550719852627145E+001                 -1.3566076219953223E+000                  6.7492686615885020E+000                  6.2112111014377980E-001                  8.5000496627210598E-001                  1.2966429887673958E+000                  6.9999999999869278E-001                  2.7997020236474879E-001                  3.4468833607861301E-003                  9.3805276451495393E-003                  3.4468833607861371E-003                  9.3805276451495445E-003                  1.0499999999998293E+001                  4.1995530354712312E+000                                        3                                        5 
                                     160                                      666                  1.9875074961716517E+004                  2.7200989398553728E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998582133000147E-001                  9.9993698121881336E-001                  9.9999994381152757E-001                  9.9999978521714339E-001                  9.9998582133000147E-001                  9.9993698121881336E-001                  9.9999994381152757E-001                  9.9999978521714339E-001                 -3.7202542088812942E+000                 -9.8999999999999986E+001                 -1.9566949718158774E+001                 -3.7202542088812942E+000                 -3.7202558036412618E+000                 -9.1553439922152826E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0552764579674916E+000                  4.1202626478956921E+000                  1.4722315688773582E+000                  2.6696957486040978E+000                  0.0000000000000000E+000                  1.3900466953088310E+001                 -1.0897561743046089E+000                  6.8332065482899411E+000                  6.2111733723114859E-001                  8.5000496627000977E-001                  1.2966429887744453E+000                  6.9999999999240381E-001                  2.7997020236474884E-001                  3.4468833607859944E-003                  9.3805276451495393E-003                  3.4468833607861371E-003                  9.3805276451495445E-003                  1.0499999999989797E+001                  4.1995530354712312E+000                                        3                                        4 
                                     165                                      668                  2.2468036753254182E+004                  2.7115695432453606E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999309587608509E-001                  9.9996429531151321E-001                  9.9999997239813665E-001                  9.9999988914321492E-001                  9.9999309587608509E-001                  9.9996429531151321E-001                  9.9999997239813665E-001                  9.9999988914321492E-001                 -3.0608087658384591E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0608087658384591E+000                 -3.0608483174493135E+000                 -7.1014486766973377E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1057248969704085E+000                  4.1990870180079893E+000                  1.4107468759276756E+000                  2.7926651345034630E+000                  0.0000000000000000E+000                  1.4218997972971472E+001                 -8.4956916184225617E-001                  6.9118374920748353E+000                  6.2111502191085854E-001                  8.5000496626090427E-001                  1.2966429888050615E+000                  6.9999999996509044E-001                  2.7997020236475284E-001                  3.4468833607713798E-003                  9.3805276451495445E-003                  3.4468833607861371E-003                  9.3805276451495445E-003                  1.0499999999951566E+001                  4.1995530354712347E+000                                        3                                        3 
                                     170                                      670                  2.5116609880543314E+004                  2.7789641842663886E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999656960591010E-001                  9.9998037271504570E-001                  9.9999998619856834E-001                  9.9999994293725880E-001                  9.9999656960591010E-001                  9.9998037271504570E-001                  9.9999998619856834E-001                  9.9999994293725880E-001                 -2.4192374225641142E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.4192374225641142E+000                 -2.4200999606500062E+000                 -5.1216746508252546E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1575259517670053E+000                  4.2749170350749690E+000                  1.3450597748679700E+000                  2.9240393366228741E+000                  0.0000000000000000E+000                  1.4535612554478583E+001                 -6.1352043586055038E-001                  6.9920766148300224E+000                  6.2111291370928567E-001                  8.5000496622114408E-001                  1.2966429889386522E+000                  6.9999999984605354E-001                  2.7997020236500580E-001                  3.4468833593592108E-003                  9.3805276451498967E-003                  3.4468833607861371E-003                  9.3805276451495445E-003                  1.0499999999777890E+001                  4.1995530354713315E+000                                        3                                        4 
                                     175                                      673                  2.7960003337712715E+004                  2.7237508866213314E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999854898215279E-001                  9.9999074282837175E-001                  9.9999999408452911E-001                  9.9999997409638630E-001                  9.9999854898215279E-001                  9.9999074282837175E-001                  9.9999999408452911E-001                  9.9999997409638630E-001                 -1.7584241080078611E+000                 -5.3484394520445584E+001                 -9.8999999999999986E+001                 -1.7584241080078613E+000                 -1.7755877363359236E+000                 -3.1701528690762517E+000                 -5.3484394520445584E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2119177002748920E+000                  4.3420174726036693E+000                  1.2698264966165489E+000                  3.0745058931257163E+000                  0.0000000000000000E+000                  1.4859508053601450E+001                 -3.7444066267353210E-001                  7.0759987839360470E+000                  6.2110946007877033E-001                  8.5000496603527231E-001                  1.2966429895574925E+000                  6.9999999930599810E-001                  2.7997020237967679E-001                  3.4468832366595535E-003                  9.3805276451460647E-003                  3.4468833607861384E-003                  9.3805276451495428E-003                  1.0499999998966349E+001                  4.1995530354773187E+000                                        3                                        4 
                                     180                                      682                  3.0972211218600642E+004                  2.7528583329381822E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999935335018775E-001                  9.9999591073072192E-001                  9.9999999753463720E-001                  9.9999998860858519E-001                  9.9999935335018775E-001                  9.9999591073072192E-001                  9.9999999753463720E-001                  9.9999998860858519E-001                 -8.9348413863886267E-001                 -4.8647252625038611E+001                 -9.8999999999999986E+001                 -8.9348413863886267E-001                 -1.0896588790526534E+000                 -1.3330267454378797E+000                 -4.8647252625038611E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2663025820625604E+000                  4.3934790487829751E+000                  1.1867875211308627E+000                  3.2405838440970887E+000                  0.0000000000000000E+000                  1.5176896455416065E+001                 -1.4169679831897800E-001                  7.1593793598561701E+000                  6.2110404934080754E-001                  8.5000496456694896E-001                  1.2966429941989803E+000                  6.9999999597281570E-001                  2.7997020308353254E-001                  3.4468745979091726E-003                  9.3805276445622261E-003                  3.4468833607861384E-003                  9.3805276451495428E-003                  1.0499999995003634E+001                  4.1995530357876278E+000                                        3                                        4 
                                     185                                      728                  3.4269762779574681E+004                  2.8429278722907192E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999973779079310E-001                  9.9999830026929382E-001                  9.9999999904405956E-001                  9.9999999518545046E-001                  9.9999973779079310E-001                  9.9999830026929382E-001                  9.9999999904405956E-001                  9.9999999518545046E-001                  5.1386329687882182E-001                 -4.4135145056449609E+001                 -9.8999999999999986E+001                  5.1386329687882171E-001                 -9.3189346743937862E-002                  3.9057610407980692E-001                 -4.4135145056449609E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3203843802073818E+000                  4.4291514964832128E+000                  1.0964601486913392E+000                  3.4212385889761356E+000                  0.0000000000000000E+000                  1.5490184576466493E+001                  8.7336333765296190E-002                  7.2421725919803457E+000                  6.2109847774481886E-001                  8.5000492010854189E-001                  1.2966431320772498E+000                  6.9999991692564845E-001                  2.7997023071975485E-001                  3.4463884280745436E-003                  9.3805275771966356E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499999950992352E+001                  4.1995530490938755E+000                                        3                                        4 
                                     190                                      772                  3.7978979891707706E+004                  2.9141508988828564E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999989255278021E-001                  9.9999933790138640E-001                  9.9999999962934605E-001                  9.9999999808289397E-001                  9.9999989255278021E-001                  9.9999933790138640E-001                  9.9999999962934605E-001                  9.9999999808289397E-001                  2.0620383172614107E+000                 -3.9965965586393288E+001                 -9.8999999999999986E+001                  2.0620383172614107E+000                  1.2187310262496909E+000                  1.9947923502678773E+000                 -3.9965965586393288E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4539204635417170E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3732059438203894E+000                  4.4490695871918975E+000                  1.0007760668196670E+000                  3.6126067527194801E+000                  0.0000000000000000E+000                  1.5799087950780088E+001                  3.1330214545495699E-001                  7.3234582916026785E+000                  6.2072018372152094E-001                  8.5000309263282225E-001                  1.2966489252474149E+000                  6.9999662973081800E-001                  2.7997106785391451E-001                  3.4250641651164043E-003                  9.3805218705667413E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499998416699832E+001                  4.1995534993097676E+000                                        3                                        5 
                                     195                                      820                  4.2376336996513222E+004                  2.9878522659004001E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995662621488E-001                  9.9999974861175778E-001                  9.9999999986038024E-001                  9.9999999927319627E-001                  9.9999995662621488E-001                  9.9999974861175778E-001                  9.9999999986038024E-001                  9.9999999927319627E-001                  3.4684292688144636E+000                 -3.6061772837232702E+001                 -9.8999999999999986E+001                  3.4684292688144636E+000                  2.3307677084016150E+000                  3.4355864300527332E+000                 -3.6061772837232702E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9116122789602461E+033                  7.9755372806127020E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4230281156911557E+000                  4.4511686474608334E+000                  9.0218125321260267E-001                  3.8097963799336090E+000                  0.0000000000000000E+000                  1.6088561419632757E+001                  5.1258925153031865E-001                  7.4069011388720254E+000                  6.1688464124621345E-001                  8.4994437905399811E-001                  1.2968415154700312E+000                  6.9988374792081132E-001                  2.7998265050866489E-001                  2.7351533479604544E-003                  9.3801223664698400E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499942487522970E+001                  4.1995626903489223E+000                                        3                                        4 
                                     200                                      864                  5.0235580979611645E+004                  3.3256575470762901E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.7677176071114404E+000                  2.4802298193621641E-001                  7.8128082690864797E-008                  9.9999998176271587E-001                  9.9999990257650473E-001                  2.4802298193621641E-001                  7.8128082690864797E-008                  9.9999998176271587E-001                  9.9999990257650473E-001                  4.2408586821264258E+000                 -3.2911836519460728E+001                 -9.8999999999999986E+001                  4.2408586821264258E+000                  2.6420058400658557E+000                  4.2297807509948449E+000                 -3.2911836519460728E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.8255688919262806E+033                  1.1757800498092374E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4571370872350453E+000                  4.3745528460410172E+000                  7.9565540941491431E-001                  4.0228480675289857E+000                  0.0000000000000000E+000                  1.6256828457885049E+001                  6.1118720211133715E-001                  7.4684008661733428E+000                  6.1699104734849264E-001                  8.4985014151703919E-001                  1.2971532747312209E+000                  6.9969732474035806E-001                  2.7999523859408670E-001                  1.6540665630300480E-003                  9.3785995232998683E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0498845306800737E+001                  4.1996508685991536E+000                                        3                                        5 
                                     205                                      898                  6.8598718389485774E+004                  3.6747011689375801E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.5653445568472080E+000                  3.0341870998668585E-001                  7.8128083134954007E-008                  9.9999998964867653E-001                  9.9999995240734352E-001                  3.0341870998668585E-001                  7.8128083134954007E-008                  9.9999998964867653E-001                  9.9999995240734352E-001                  4.1613275294233292E+000                 -2.9453687407152508E+001                 -9.8999999999999986E+001                  4.1613275294233292E+000                  2.1570708776625125E+000                  4.1570055083717570E+000                 -2.9453687407152508E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5304070756093695E+033                  1.5501458689812815E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4865581234888072E+000                  4.3218582205025893E+000                  7.1046602413817617E-001                  4.1932268380824613E+000                  0.0000000000000000E+000                  1.6474426428031308E+001                  7.7095613820413456E-001                  7.5252393818790519E+000                  6.1725032832915738E-001                  8.4960318809790303E-001                  1.2978837077458265E+000                  6.9920621918508374E-001                  2.8023541114032785E-001                  6.9784508520555276E-005                  9.3409183148325768E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0495922778705340E+001                  4.2008465314967962E+000                                        3                                        5 
                                     208                                      915                  8.7078475801052205E+004                  3.8639573742745683E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.2695806097195073E+000                  3.5114769184530459E-001                  7.8128083134954007E-008                  9.9999999211303903E-001                  9.9999996424786985E-001                  3.5114769184530459E-001                  7.8128083134954007E-008                  9.9999999211303903E-001                  9.9999996424786985E-001                  4.2920225361857938E+000                 -2.8947211213044334E+001                 -9.8999999999999986E+001                  4.2920225361857938E+000                  1.9509656241076063E+000                  4.2900377239554501E+000                 -2.8947211213044334E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1198647939817743E+033                  1.5954220426910434E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4887727884071094E+000                  4.2918399768785900E+000                  6.9102757248957225E-001                  4.2321037413796692E+000                  0.0000000000000000E+000                  1.6501502396820268E+001                  7.8892737013411351E-001                  7.5337208203907728E+000                  6.1754327145594823E-001                  8.4929455775713625E-001                  1.2986588537779058E+000                  6.9858905541420702E-001                  2.8086489937082765E-001                  6.4479597794221856E-005                  9.2375752793289970E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0492335180451258E+001                  4.2043309958056678E+000                                        3                                        5 
